"time","mass.s"
2.724,-0.03038719670568739
2.726,-0.03064734020519769
2.728,-0.03088668586725624
2.73,-0.03110518575842009
2.732,-0.03130280583448008
2.734,-0.03147952598814516
2.736,-0.03163533210447941
2.738,-0.03177023032459168
2.74,-0.03188424124476145
2.742,-0.03197739733692011
2.744,-0.03204974461362856
2.746,-0.03210133915617044
2.748,-0.03213224699122202
2.75,-0.03214255561578369
2.752,-0.03213236188117159
2.754,-0.0321017755817993
2.756,-0.03205091928845368
2.758,-0.03197991815612112
2.76,-0.03188892284961269
2.762,-0.03177809150577451
2.764,-0.03164759442120819
2.766,-0.03149761396353202
2.768,-0.03132833891580519
2.77,-0.03113997220230723
2.772,-0.03093273139469949
2.774,-0.03070684314545798
2.776,-0.03046254518606781
2.778,-0.03020008435655866
2.78,-0.0299197131848645
2.782,-0.02962170305013188
2.784,-0.02930633203270918
2.786,-0.02897388815558648
2.788,-0.02862466921722681
2.79,-0.02825897572419138
2.792,-0.02787712482058868
2.794,-0.02747944098666907
2.796,-0.02706625679927837
2.798,-0.02663791331841368
2.8,-0.02619475686686102
2.802,-0.02573714138829237
2.804,-0.02526543232135045
2.806,-0.02478000049921025
2.808,-0.02428122385104529
2.81,-0.02376948658240039
2.812,-0.02324517499184894
2.814,-0.02270868795456187
2.816,-0.02216042781537808
2.818,-0.0216008025577494
2.82,-0.02103022555015342
2.822,-0.02044911211711965
2.824,-0.0198578849075011
2.826,-0.01925697137602532
2.828,-0.01864680243990842
2.83,-0.01802781287994619
2.832,-0.0174004400674045
2.834,-0.0167651236244215
2.836,-0.016122308542975
2.838,-0.01547244136594613
2.84,-0.01481597096316739
2.842,-0.01415334822846614
2.844,-0.01348502397568458
2.846,-0.01281145275457278
2.848,-0.0121330893564613
2.85,-0.01145038937206518
2.852,-0.01076380889805018
2.854,-0.01007380393984071
2.856,-0.009380830540999981
2.858,-0.008685344530271576
2.86,-0.007987800922986099
2.862,-0.007288653743146266
2.864,-0.006588355881987029
2.866,-0.005887359088624768
2.868,-0.005186112536978134
2.87,-0.004485063555634425
2.872,-0.003784657044881348
2.874,-0.00308533518420718
2.876,-0.002387538866920341
2.878,-0.001691703889938417
2.88,-0.0009982629236681177
2.882,-0.0003076450060463774
2.884,0.000379724893494538
2.886,0.001063424775983765
2.888,0.001743037042880379
2.89,0.002418150701468297
2.892,0.003088358904669642
2.894,0.003753260117262242
2.896,0.004412457957500977
2.898,0.005065558484634796
2.9,0.005712178500734507
2.902,0.006351939178545352
2.904,0.006984468125541984
2.906,0.007609399636752852
2.908,0.008226371239683953
2.91,0.008835030480846431
2.912,0.009435032603170565
2.914,0.010026039472113
2.916,0.01060772060721804
2.918,0.01117975150440421
2.92,0.01174181367741451
2.922,0.01229360149219775
2.924,0.01283481552803796
2.926,0.01336516483556249
2.928,0.01388436709412421
2.93,0.01439214206300115
2.932,0.01488822696771689
2.934,0.01537236484372785
2.936,0.01584430785765789
2.938,0.01630381748378226
2.94,0.01675066050254678
2.942,0.0171846149427286
2.944,0.0176054709260632
2.946,0.01801302655946603
2.948,0.01840708972332294
2.95,0.01878747664379453
2.952,0.01915400900732542
2.954,0.01950652595223265
2.956,0.01984487356298074
2.958,0.02016890799581099
2.96,0.02047849559116476
2.962,0.02077350602190904
2.964,0.02105382654680062
2.966,0.02131935309753916
2.968,0.02156999117586464
2.97,0.02180565656482825
2.972,0.02202627185003686
2.974,0.02223176938126039
2.976,0.02242209644230203
2.978,0.02259720815207622
2.98,0.02275706984330926
2.982,0.02290165630069302
2.984,0.02303094599179024
2.986,0.02314493666006077
2.988,0.02324363252998177
2.99,0.02332704781383342
2.992,0.02339520672089334
2.994,0.0234481378159868
2.996,0.02348588393814162
2.998,0.02350849839146302
3,0.02351604284924107
3.002,0.02350858857183248
3.004,0.02348621399289689
3.006,0.02344900437999792
3.008,0.02339706025026317
3.01,0.02333048861075844
3.012,0.02324940550721602
3.014,0.02315393593321809
3.016,0.02304420653511973
3.018,0.02292036176800135
3.02,0.02278255118678143
3.022,0.02263093271091285
3.024,0.02246567253690196
3.026,0.02228694130033393
3.028,0.02209491911893834
3.03,0.0218897962059289
3.032,0.02167176885770829
3.034,0.02144104083404177
3.036,0.02119782205228519
3.038,0.0209423260927744
3.04,0.02067477923726852
3.042,0.02039541214582826
3.044,0.02010446203515887
3.046,0.01980217253773781
3.048,0.01948878908158731
3.05,0.019164567816816
3.052,0.01882976973258971
3.054,0.01848466097168748
3.056,0.01812951308780365
3.058,0.01776460099655258
3.06,0.01739020430602411
3.062,0.0170066099324352
3.064,0.01661410807008656
3.066,0.01621299326435146
3.068,0.01580356389560128
3.07,0.01538611949009149
3.072,0.01496096720492685
3.074,0.01452841615215559
3.076,0.01408877869823616
3.078,0.01364237026790145
3.08,0.01318950735560136
3.082,0.01273051045749215
3.084,0.01226570269816717
3.086,0.01179540894014376
3.088,0.01131995597814457
3.09,0.0108396718415253
3.092,0.01035488550645555
3.094,0.00986592845861296
3.096,0.009373132664123833
3.098,0.008876830898550759
3.1,0.008377356531790992
3.102,0.007875042677854582
3.104,0.007370223402295926
3.106,0.00686323240101636
3.108,0.006354403077244357
3.11,0.005844068325247438
3.112,0.005332560490698951
3.114,0.004820210914881705
3.116,0.004307349680579476
3.118,0.003794305584411086
3.12,0.003281405850422918
3.122,0.002768976156584181
3.124,0.002257340920337837
3.126,0.001746821186759741
3.128,0.001237736109665453
3.13,0.0007304022631483521
3.132,0.0002251334318237064
3.134,-0.0002777578049931259
3.136,-0.0007779639031194878
3.138,-0.001275180288980695
3.14,-0.001769105731882665
3.142,-0.002259442718474899
3.144,-0.002745896411033644
3.146,-0.003228175808695984
3.148,-0.003705995831573649
3.15,-0.004179074932810844
3.152,-0.004647136124505801
3.154,-0.005109906825876867
3.156,-0.005567116401502508
3.158,-0.006018503352506187
3.16,-0.006463809743660282
3.162,-0.006902782943584123
3.164,-0.00733517579795917
3.166,-0.007760743802403767
3.168,-0.008179250486173493
3.17,-0.008590465672480646
3.172,-0.008994164444427783
3.174,-0.009390127983588714
3.176,-0.009778142246799435
3.178,-0.01015799782762471
3.18,-0.01052949555398894
3.182,-0.01089244106687902
3.184,-0.01124664661270135
3.186,-0.01159193117791
3.188,-0.01192811524432682
3.19,-0.01225503289125082
3.192,-0.01257252261398716
3.194,-0.01288042990134494
3.196,-0.01317860734791533
3.198,-0.01346691163201078
3.2,-0.01374520783884684
3.202,-0.01401337033002581
3.204,-0.0142712794418647
3.206,-0.01451882285944623
3.208,-0.01475589457117907
3.21,-0.01498239252057144
3.212,-0.01519822779485467
3.214,-0.01540331659884878
3.216,-0.01559758260635827
3.218,-0.01578095702386385
3.22,-0.01595337356790731
3.222,-0.01611477876038565
3.224,-0.01626512561654215
3.226,-0.0164043741126668
3.228,-0.01653249173176172
3.23,-0.01664945096215618
3.232,-0.01675523124996673
3.234,-0.01684982299570743
3.236,-0.01693322221629171
3.238,-0.01700543229211187
3.24,-0.01706646344481973
3.242,-0.01711632841807741
3.244,-0.01715505386862979
3.246,-0.01718267103419971
3.248,-0.0171992182612973
3.25,-0.01720474099345166
3.252,-0.0171992878077751
3.254,-0.01718291723164991
3.256,-0.01715569528794251
3.258,-0.01711769383342729
3.26,-0.01706899143909012
3.262,-0.01700967172937948
3.264,-0.01693982296792204
3.266,-0.01685954412854665
3.268,-0.01676893863300378
3.27,-0.01666811614033225
3.272,-0.01655719248837623
3.274,-0.01643628459344852
3.276,-0.01630552158376625
3.278,-0.01616503606496661
3.28,-0.01601496630760411
3.282,-0.01585545617923672
3.284,-0.01568665257322113
3.286,-0.01550870864568334
3.288,-0.01532178440718561
3.29,-0.01512604387516917
3.292,-0.01492165601170569
3.294,-0.01470879386947723
3.296,-0.0144876328108482
3.298,-0.01425835660329075
3.3,-0.01402115181242021
3.302,-0.01377620923785164
3.304,-0.01352372379786696
3.306,-0.0132638915683771
3.308,-0.01299691537376886
3.31,-0.01272300114535037
3.312,-0.01244235800005669
3.314,-0.01215519840321259
3.316,-0.01186173689545108
3.318,-0.01156219080267162
3.32,-0.01125678193838309
3.322,-0.01094573401466077
3.324,-0.01062927329211346
3.326,-0.01030762825858327
3.328,-0.00998102797068837
